Relation Phrase,Cluster ID
will contract,-1
used as reference in,-1
assumed percentage of working age,-1
sustaining production with weak demand by,-1
varies in importance by country,-1
increase effect due to,-1
focus of text with,-1
ratio broadly in line,-1
context of time period,-1
represent employment percentage for,-1
expected to grow in 2021 for,-1
country coverage,-1
waived for,-1
increased for,-1
comparison to start period,-1
found in publication,-1
led to reaction amongst,-1
impact from,-1
described as very modest,-1
focus of stimulus measures,-1
follow significant increase,-1
leveled off after,-1
worked in conjunction with,-1
lending stance contributing to,-1
experienced smaller decrease in,-1
outstanding measures in,-1
gap value,-1
to firms have declined,-1
not recommending opening of,-1
declined across items including,-1
increasingly expect to be late in,-1
expected occurrence in,-1
discusses briefly,-1
recorded rate,-1
continued to rebound from,-1
performance described as,-1
flows much lower,-1
contributes to recovery,-1
calibrates risk for,-1
expected to contract from,-1
increased loss confidence ecb and euro,-1
discussing,-1
rate in May,-1
hike of,-1
has domestic value added content,-1
first and foremost applies to,-1
to reach level,-1
is procyclical relative to,-1
large before,-1
partially offset negative trend of,-1
is limited in context of,-1
context of assessment,-1
allows sketching of,-1
intermediate sale of,-1
variables selected for,-1
conducted across,-1
has limitations,-1
employed for transporting,-1
improve additional to,-1
alleviated by countries,-1
in measurement of,-1
blend and reinforce,-1
can receive interest rate,-1
equal to percentage of,-1
imposition cause rise,-1
resulted in majority for,-1
growing since,-1
origin of majority of permanent migrants,-1
highlights challenges related to,-1
support funding conditions in,-1
after impact,-1
impact topic on,-1
declined aiding recovery in,-1
period up to,-1
cannot be classified in,-1
reason for pressure,-1
has number of aims,-1
experience at,-1
as opposed to,-1
increases throughout,-1
shipments dropped by,-1
stabilizes from,-1
recent variation caused by,-1
attitude type,-1
enforced on,-1
include argument,-1
has little,-1
occurred despite,-1
monitored closely in event of,-1
corresponds to decrease,-1
review subject,-1
leads to varied reduction in,-1
expansion ensures full use of,-1
per time period,-1
increasing scrutiny due to,-1
is evaluated in article,-1
become more broadly based,-1
slow down to,-1
observed increase in,-1
become more uncertain due to,-1
reached performance level in,-1
can be built up by integrating,-1
wants to move in,-1
be done frequency,-1
uncertainty by,-1
network of,-1
reluctant to close,-1
slightly negative at,-1
emanation source,-1
need to accelerate,-1
remains impaired despite,-1
need for credible path,-1
foreseen status,-1
has condition,-1
potential welfare losses in decoupling with,-1
agree on adopting,-1
general trend,-1
full capacity supports growth in,-1
little or no suggestion of,-1
may fall under,-1
signals growth in,-1
left unchanged,-1
aims to manage,-1
additional accommodation transmission,-1
cumulative fall since,-1
in vicinity of,-1
growth context,-1
level in first quarter,-1
no change in expected purchases according to,-1
Specific cost rise,-1
counter severe risks to,-1
showed improvement in activity according to,-1
considered in study,-1
offers emergency funding,-1
projected peak value of,-1
extended support to,-1
capable of making,-1
faces difficulties in sourcing,-1
classifies together under,-1
could be classified as supporting,-1
suggests energy prices,-1
growth outlook adjusted,-1
permanently impacts,-1
pickup reflecting waning factors,-1
further increase might cause,-1
will abide by,-1
details found in,-1
included currencies such as,-1
shipments to,-1
associated with higher spending in,-1
expectation of policy easing in,-1
has weak relationship,-1
geographical expansion,-1
allows to take,-1
provided under,-1
affected by initial policy rate hikes on,-1
R Outlook,-1
qualified as,-1
deterioration in quarter,-1
could adversely affect,-1
anticipated to be driven by,-1
expected to decelerate in 2024,-1
discusses impact on,-1
can be seen as part of,-1
measure of support,-1
increased debt financing without government cost relief by,-1
characterized by time,-1
from sector,-1
currently limiting,-1
had previous growth rate,-1
fallen by percentage,-1
positive contribution seen in,-1
projections date for,-1
classified as part of,-1
saw highest contribution during,-1
allows identification of,-1
related information found in,-1
designed to dampen effects in,-1
encourages use of,-1
expected continuation,-1
reflecting higher,-1
has weaker correlation with,-1
during surge in demand,-1
apply as of,-1
expected to increase because of upturn in,-1
previously classified as,-1
led to low,-1
time of increase,-1
retains ownership of,-1
time of contribution,-1
agreed changes needed,-1
many of them,-1
expectations on ECB programme announcement,-1
declined due to reduction in,-1
reported sector,-1
muted reaction cause,-1
remains when,-1
supply has dwindled from,-1
perceived increased,-1
less optimistic in,-1
indicates areas for,-1
considered an effective instrument for,-1
gained pace,-1
saw,-1
suggest data type about,-1
rose sharply after,-1
results show,-1
performance state,-1
suggestion of picking up in,-1
increased by factors,-1
includes criteria,-1
consume in comparison to,-1
trend end,-1
anticipate tightening,-1
uses as weights,-1
total amount at end of,-1
decision result,-1
expected volatility due to,-1
experiences positive contribution from,-1
amount to over period,-1
increase gradually over,-1
reflects mitigation of,-1
observed disruption of,-1
only update,-1
create pressure,-1
weighs on confidence of,-1
did not fall as much as,-1
IncludesTimes,-1
synced with,-1
stayed high,-1
restriction,-1
expressed as percentage of,-1
suggest progress in,-1
trend,-1
partially offset downward pressures on,-1
expected amount in 2021,-1
has minimum value,-1
excluding sectors is projected for time period,-1
has trade deficit with,-1
after condition,-1
preferably be,-1
effort to achieve goal with help from,-1
might put,-1
start reducing,-1
above level in year,-1
future factor,-1
rarely used for,-1
suggests contraction in,-1
reformulation mentioned,-1
also affected by,-1
foster participation by,-1
affects resilience of,-1
replicates,-1
relief provided for shift from,-1
saw progress in,-1
contributed over,-1
designed to promote,-1
data released on,-1
expect growth of,-1
sharp contraction in demand for,-1
last positive impact before 2021,-1
determines speed and timing,-1
agree on cost relevance of,-1
encourage participation in,-1
status in relation to taxation,-1
declined again in,-1
extent of,-1
confirmed its measures to support ,-1
until period of,-1
compared with the event,-1
usually update,-1
review period end on,-1
predicts weakening of,-1
lowest level time,-1
carry out work,-1
indicates appetite for,-1
receive more funding based on,-1
continue high uncertainty despite decline,-1
reinforced decline of,-1
occur over shorter horizons during,-1
helped create supportive environment for,-1
induces wedge,-1
highlights benefits for,-1
exerts negative effect on,-1
entails higher,-1
shown the need for flexibility in,-1
has higher openness,-1
cannot be fully reconciled with,-1
not met,-1
used for approximations in,-1
to location,-1
portfolios increase by,-1
LendingTo,-1
contains firms not reporting,-1
part of indexed spending,-1
facilitation method besides subsidies and tax reductions,-1
intends to foster fair competition among,-1
policy frameworks improved due to,-1
rebound due to easing of,-1
could lead to increases in,-1
normalising,-1
spend more on,-1
caused drop in,-1
applicable during,-1
led by,-1
expected to be neutral again,-1
introduced programme,-1
cash accumulation not effective in mitigating,-1
assumed correlation with,-1
offers package worth,-1
allows derivation,-1
could exacerbate depreciation of,-1
typically offset by,-1
stronger in region,-1
produced status,-1
has magnitude of reduction,-1
decline by,-1
over time across,-1
shortened in,-1
is recovering post,-1
include vehicles,-1
should be adjusted for,-1
counteracted support for,-1
expected growth during,-1
provide information on,-1
assumes impact on,-1
introduced measures to stabilize,-1
waning sensitivity contributed to,-1
stays consistent over,-1
falls to historically low levels,-1
should recover,-1
TimeOf,-1
expected to cover,-1
accentuates risks,-1
backdrop to declines in,-1
expected muted due to,-1
found ease of obtaining,-1
for Member States whose currency is,-1
contributor to,-1
electricity from,-1
illustrated restoration of transmission,-1
help,-1
has currency board arrangement,-1
unrelated to,-1
reduced from to,-1
contributed to the market,-1
proceeding at speed,-1
supplied part of release,-1
has lower absolute,-1
set to improve in,-1
take steps as result of,-1
attends,-1
justified action based on,-1
number of categories in,-1
weakening more sharply than expected might cause an additional drag on,-1
expects inflation rate for year,-1
is the largest contributor to,-1
prepared to make adjustments to preserve,-1
signs of exhaustion observed,-1
can decline,-1
growth difference,-1
amount,-1
evaluate vulnerability of,-1
placing greater emphasis on coordination of economic policies through,-1
no impact from ending of,-1
encumbrance increased by,-1
due to lagged impact of,-1
leads timeframe,-1
implicitly contribute,-1
used to study response of,-1
common practice,-1
to expand,-1
timeline up to,-1
spread relative to,-1
R Indicate,-1
is necessary to safeguard,-1
more resilient than,-1
reflected the distinctive nature of,-1
help address,-1
assume risk despite,-1
required for further development in relation to,-1
has considerable variation in adoption across,-1
had growth rate compared with,-1
adjusted direction,-1
promises access to,-1
value in sector amounts to,-1
seen by,-1
decided due to,-1
increase time period,-1
fulfill requirements,-1
continue to be transmitted,-1
affected by containment measures,-1
prohibits,-1
subcomponent of,-1
total in,-1
observed patterns in,-1
ease headwinds for,-1
explains response of,-1
needs to adjust to meet,-1
remained negligible contribution to,-1
levels compare,-1
no significant geographical recomposition of,-1
kickoff,-1
should be absorbed quickly,-1
reinforcement potential noted in,-1
reduction effect,-1
adjust their final prices,-1
issued to discourage use of,-1
can support financing,-1
effective carbon rates reach by 2030,-1
related to stay duration,-1
needed to manage,-1
needed,-1
variability in,-1
underlying,-1
tasked with,-1
efficiency in channeling resources,-1
necessitated by,-1
general expectation,-1
specific time,-1
has projected annual inflation,-1
provided at,-1
loosens,-1
having,-1
maintained wage growth near,-1
includes options,-1
timeframe for plans,-1
caution against overinterpreting,-1
across stages suggests,-1
worsen when rise,-1
continues to widen in relation to,-1
like,-1
plans to keep,-1
decline,-1
worth is,-1
occurs at times of,-1
form the bulk of,-1
forms the largest portion of,-1
makes distinction,-1
result of weaker,-1
reduces due to,-1
pace of investment,-1
calculated each month for,-1
strict sanctions on,-1
Reflecting Population Increase Of,-1
contributed the largest part to,-1
exists despite tightening of,-1
higher than pre crisis by,-1
tilts assessment direction,-1
increase incentivizes greater use of,-1
greater magnitude than,-1
has second wave in,-1
propelled,-1
carried out in,-1
previous growth,-1
possible with,-1
similar dispersion across,-1
major travel destination,-1
affected by end of,-1
cannot be quickly resolved due to,-1
for the valuation of,-1
R facing economic challenges,-1
fell from peak in,-1
showed signs of normalization,-1
references,-1
declining amid,-1
sector recovery,-1
rise attributed to,-1
is required for time period,-1
not straightforward due to,-1
expected to pick up sharply in,-1
due from robust labour markets,-1
provided against,-1
is rising in sector,-1
R ROLE IN MONTHS,-1
show cyclical movements for,-1
persist up to,-1
decreased over review period,-1
during time period,-1
reached not,-1
states discretion to avoid mechanistic use of,-1
decline due to factors,-1
opposite trend of,-1
reported receiving,-1
remained high despite moderation of,-1
tends to moderate after,-1
distinguishes energy types,-1
planned to conclude,-1
show highest balances,-1
equipped with,-1
enters swap,-1
reported difficulties,-1
held on,-1
participates as adviser on,-1
required to build,-1
is through time period of,-1
performed during,-1
value of increase,-1
context of use,-1
has more,-1
not strongly reacted to by,-1
extended production cut for,-1
ensures movement towards,-1
expected to see,-1
has tenure of,-1
divergence driven by,-1
has purpose of ensuring,-1
first conducted in,-1
reason for low initial revenues,-1
nearby location,-1
uncertainty timing,-1
target set by,-1
competitive alternative to,-1
condition description,-1
important for decline,-1
involved in trend,-1
aim to alleviate adverse effects of,-1
mometum started to slow in,-1
end time,-1
especially those with,-1
upward movement reversed by,-1
result in stronger,-1
was increased by,-1
reverts back to level of,-1
were raised to address,-1
provided type of,-1
provides snapshot of,-1
decline during,-1
increase transparency in,-1
covers period between,-1
impact in term,-1
June Decreased Rate,-1
milder during,-1
first drop in,-1
projected fall can be found in,-1
signals state of,-1
specific programs include,-1
reflects composition of,-1
factor behind,-1
contribute to market share decrease of,-1
potential restraint from spending due to,-1
reached peak wage growth of,-1
rise caused by,-1
use increase,-1
could involve,-1
raise to dampen,-1
current policy rate,-1
second aim to enhance,-1
reason includes,-1
remain below level,-1
interruption raised concerns in,-1
had potential to reinforce recovery,-1
level in,-1
projection by,-1
likely to devote more to,-1
starts time frame of,-1
rise contributed by,-1
increased further,-1
anticipated response to,-1
time when compensation rises,-1
revised to reflect economic reopening,-1
pronounced time,-1
not terminate before,-1
outlook influenced by,-1
change assumption,-1
tailor,-1
compensation decrease implies,-1
partially reversed,-1
tend to buy,-1
do with HQLA,-1
can be classified into,-1
balance change timeframe,-1
emerging due to relocation of activities,-1
results from,-1
conduits for,-1
Softened the blow for,-1
accounts for part of NGEU,-1
will show in,-1
more often,-1
mechanism for transmitting shocks,-1
expected reduction year,-1
ceased with,-1
became substantially tighter in,-1
flattened over,-1
R CausedBy,-1
not appear immediately in,-1
weekly hours in,-1
launch date,-1
invoiced in,-1
applies to portion of population,-1
ending of reinvestments impact on,-1
acceleration observed in months,-1
suggested easing of,-1
time when interest rates have retreated,-1
RaisedBy,-1
revision trend according to,-1
savings skewed in favor of,-1
recover most of the volume lost,-1
replace when constrained,-1
helps identify,-1
shows growth,-1
measured on,-1
stabilized at rate,-1
is consistent across,-1
includes purchasing,-1
compared to pre pandemic levels,-1
came within,-1
supports transition to,-1
record higher shares in,-1
finds sound,-1
expectations of a rise in,-1
GearedTowards,-1
labour market reaction comparison,-1
revised forward guidance to underline commitment,-1
supports closing,-1
not below,-1
increased by 7 percent,-1
similar level at,-1
starting time of steady rate,-1
transition period,-1
anticipated if not,-1
participated in program,-1
drivers of slowdown,-1
reflects position,-1
Gaining Strength In,-1
kept constant within,-1
is part of organization,-1
restriction discussed in,-1
expected to be offset by,-1
deducts,-1
expected to remain above longer in,-1
across sectors,-1
embraces,-1
resumes,-1
forecasted growth,-1
postponed after meeting,-1
regularly assess,-1
implied pressure on,-1
changes with,-1
if sustained leads to,-1
after the introduction of,-1
runs up to,-1
has activity level below before,-1
with respect to,-1
relative steadiness in support for,-1
R beneficial despite,-1
ShareStoodAt,-1
mentioned in paragraph,-1
explored alongside,-1
is performed by,-1
will depend on,-1
expected to include,-1
measured by input from,-1
reiterated outlook,-1
revision compared to,-1
have deteriorated indicators,-1
to grow moderately,-1
adjusted to avoid,-1
participants take exposure to,-1
expected discontinuation time,-1
treats,-1
ascribed to,-1
saw main employment losses,-1
total redeemed value is,-1
referencing,-1
contributes to growth in,-1
not subject to,-1
participation rate two decades ago,-1
has historical relationship presented in,-1
declined till year,-1
tightens with,-1
drove the improvement in,-1
repayment affects,-1
related to public opinion,-1
TotalAmountProvided,-1
suggest strengthening of investment in,-1
has currency,-1
reason for falling demand,-1
led to decline due to decline in,-1
construction during,-1
related risks,-1
leading to,-1
declineAmount,-1
AtTime,-1
remained unchanged against,-1
market share fell to,-1
used to bridge,-1
providing support since,-1
considered as very important by,-1
base effect from,-1
takes on average,-1
having impacts on,-1
type of trade,-1
is still well below,-1
performance tendency,-1
involves dimension,-1
has date,-1
extended on favourable terms to,-1
Publish main findings in,-1
Purchases at higher pace decided for,-1
needs because of nature of,-1
from subsidising,-1
shows challenges in,-1
previous assessment,-1
is scarce regarding,-1
starts with forecasts from,-1
may occur this year,-1
reason for exclusion,-1
decided to work on,-1
include benefits,-1
comparison June to July,-1
achieved last year,-1
reduced risk by,-1
continue increase at,-1
increase further,-1
climate risk stress test by,-1
increased willingness to intermediate for,-1
is indicating,-1
evaluated to assess calibration and size for,-1
has negative link with,-1
adjusted behavior,-1
repayments contributed to reduction in,-1
related to further escalation of,-1
located more downstream in,-1
amplify reaction of,-1
lockdowns in,-1
possible location,-1
special regulation for year,-1
considers analysis in,-1
written down the value of,-1
offset the negative contribution from,-1
marked decline of,-1
cross alternative,-1
will be weaker,-1
should be targeted towards,-1
Used to support,-1
energy crunch impact on,-1
still considered high for,-1
special conditions expected to end,-1
drive wedge between,-1
loan duration preference,-1
will restore,-1
future path depends on,-1
partly supported by,-1
reason for demand in,-1
reveal dynamics of inflation in,-1
recognized importance of,-1
Directs,-1
showed contraction in,-1
faced production limits by,-1
initially set at six times,-1
has oil price assumptions lower than,-1
aims to see,-1
could affect growth and macroeconomic stability of,-1
targeted increase in,-1
reflecting,-1
do not foresee increase in,-1
low activity in market,-1
set new limit at,-1
settled during event,-1
if,-1
reason for flexible purchases,-1
is first line of defence against,-1
context short run,-1
predicted to have effect on,-1
check with,-1
throughout timeframe,-1
planning,-1
affects due to,-1
allocation of purchases,-1
has starting price of,-1
reflect much of the repricing in,-1
leads to obsolescence of,-1
source,-1
current permit period is,-1
has expenditure data,-1
records deterioration in,-1
was in location,-1
implemented schemes,-1
second source of,-1
adoption year,-1
total number in time period,-1
comparative increase period,-1
precondition for,-1
concern country,-1
decided to end,-1
amount of new record low,-1
hovered around,-1
considered decline of,-1
has uncertain factors,-1
lowers perceived,-1
of available resources devoted to,-1
from rate,-1
concerned with encouragement post,-1
offer information on,-1
pushed growth into,-1
limited accumulation by,-1
isolation method,-1
more accurate until,-1
expectations given on,-1
price change over review period,-1
implies condition of,-1
applied when,-1
IMPACT LOCATION,-1
affected by full integration of price changes,-1
global importance due to,-1
distributed over time to allow,-1
became overight benchmark after eonia,-1
observed as factor in increase of,-1
has benefits over,-1
reversal might have halted,-1
can adjust through,-1
not withdrawn timely,-1
assist in analyzing,-1
injected via operation,-1
makes prices,-1
potential deviation from,-1
end will push up,-1
show strengthening since,-1
representation of wage bill in,-1
moving above,-1
built on assumptions,-1
allowed in,-1
losses persisting until,-1
effects propagate through,-1
has difficulty forming opinion on,-1
caused the relatively smaller deterioration,-1
tightened follow up,-1
soared since,-1
was weak reflecting,-1
presents estimates,-1
could renew upward pressure on,-1
parked for,-1
investment growth rate,-1
expected to be worse due to,-1
can be as low as,-1
down from,-1
has volume percentage in time,-1
rise related to,-1
delayed and contained decline in,-1
is broader measure of,-1
rose from value,-1
comparison with previous condition,-1
ease for construction activity,-1
spend large percentage on,-1
focus on timeframe,-1
produced confidence effects in,-1
later rate of,-1
reflected dynamics of,-1
production decline percentage,-1
decoupling from,-1
significance as level in,-1
compared to GDP projections by,-1
increased special programme to support,-1
refers to sectors like,-1
envisions,-1
crucial for limiting,-1
is important when using,-1
review impact on,-1
related to year,-1
prevented tightening of,-1
evolves across,-1
start increase,-1
cause to deteriorate,-1
rebounded from turmoil,-1
resetting for,-1
improved sentiment due to,-1
decisions impact,-1
equivalent size to,-1
recorded higher values since,-1
revised down significantly,-1
dents,-1
did not comply with,-1
should be representative of,-1
will review,-1
fulfil,-1
needs to be,-1
increase offset by compression in,-1
trade disrupted by,-1
RiseFromTo,-1
no lasting effect after,-1
value lost by date,-1
is a demographic trend affecting,-1
clamped down on,-1
Find significance of,-1
weakening due to,-1
applies to rule,-1
has growth data for,-1
will be brought to levels,-1
build,-1
has development,-1
is used to distinguish,-1
for domestic sales of,-1
details,-1
is weak due to,-1
impact dissipates,-1
condition tightened for,-1
rose slightly,-1
expected time of full effect,-1
has been experiencing,-1
is in,-1
increased adoption of digital technologies between,-1
has polar setups,-1
in favour of,-1
R does not raise,-1
halted tightening in,-1
interest rate will be,-1
not part of,-1
caused halt in,-1
new levels persisted until,-1
RISK TO GROWTH,-1
outlook for e7 and e9,-1
relief in quarter,-1
while allowing,-1
confidence below,-1
stock prices vs,-1
reflected in basis points increase from end of period to,-1
saw expansion in,-1
affect,-1
estimated percentage to finance,-1
geographic focus,-1
has allocation practice,-1
InflationPreviousMonth,-1
wages rise for,-1
with bearing on,-1
show resilience across,-1
is the second most traded type in,-1
perceived as very bad in,-1
helped by process,-1
perceives growth outlook for,-1
performance post pandemic,-1
reflect,-1
compare ratio,-1
peak amount in September 2022,-1
provides information,-1
analyses scenario based on,-1
is opposite of,-1
use for launching,-1
unchanged during period,-1
reported anecdotes about,-1
accumulated smaller stocks of,-1
country involved,-1
announced to help,-1
commences after,-1
became net borrowers in,-1
introduced to preserve,-1
compromises,-1
earmarked,-1
constituent of,-1
became appealing due to,-1
slowed further in,-1
change direction by,-1
had successive increases,-1
experiences increased,-1
caused fluctuation in,-1
potential long term effect on,-1
tap condition,-1
not affected by sanctions from,-1
more likely to be listed on,-1
spreads fell by,-1
has commitment,-1
normalisation during,-1
remains despite inflation trend,-1
representation since,-1
endogenous reaction to,-1
drove loan growth return,-1
has less stringent,-1
reflects primary,-1
is being discussed concerning,-1
expected unspent amount of,-1
directly reaches,-1
implies reduced dependence,-1
helps lower,-1
reason for ease in,-1
provided in release,-1
robustly converges to level,-1
in recent years,-1
intends to normalize,-1
considers preferred,-1
predict price decrease,-1
increased expectation to,-1
composed of,-1
on unsecured debt instruments is,-1
kept at,-1
indicated by color,-1
sourced from,-1
prompts policy measure,-1
affects provision of,-1
inflation rate was,-1
is context for,-1
was dominant factor behind,-1
max inhabitants for,-1
create challenges for,-1
monitoring situation,-1
clustered around,-1
allow to provide,-1
grow by,-1
have not adjusted to,-1
produce goods complementary to oil consumption,-1
inconsistency across,-1
percentage related to,-1
fell by a further 14 basis points,-1
under condition,-1
expected to preserve,-1
acceleration factor,-1
as,-1
after duration,-1
involved reduction of,-1
share compared to,-1
characterized by resilience in,-1
amount of gain,-1
when,-1
representing value,-1
tightening drivers are,-1
show increase in,-1
aims to fulfill,-1
added jobs during,-1
predominantly took up,-1
used until,-1
larger and more profitable than,-1
profit from,-1
if prices and weights return,-1
indicates spending,-1
imposed unprecedented tightness on,-1
grow to,-1
remaining high according to,-1
expected purchase pace increase for PEPP over,-1
amount of loss,-1
deficit measure for 2023,-1
meeting date,-1
suggested to proceed with setting up by,-1
changes were limited,-1
wage growth level,-1
Rise leads to,-1
anticipated a slightly lower rate of growth in,-1
delivery and arrival point for,-1
remain resilient given,-1
should be tailored to limit risk of,-1
reduction area,-1
freed up,-1
reflects price dynamics of,-1
mays limit shielding from,-1
overcompensated by investment growth in,-1
time since,-1
has new bilateral repo lines with,-1
type of capital,-1
imports little of,-1
predicted increase location,-1
survey source,-1
does not limit,-1
finds based on,-1
started to moderate,-1
touched on,-1
require level of disaggregation,-1
support finding,-1
continuing under,-1
expected not earlier than,-1
allows for substitution of,-1
may imply,-1
sector affected by containment policies,-1
expected to dominate,-1
decline expected due to,-1
not reverse withdrawal from,-1
might dampen speed and momentum in,-1
supports rebound in,-1
ability to examine,-1
occurred between,-1
account for increase,-1
ends time frame of,-1
replacement indicator,-1
returned in April to level of,-1
decline thanks to,-1
aims to strengthen,-1
would have materialized in the absence of,-1
stabilised at levels below,-1
remained driver of,-1
reflected,-1
is projected to increase slightly over,-1
not considered in response to,-1
causes transfer of,-1
result for,-1
imposed when,-1
projected to slow,-1
propagation not well suited due to,-1
lifting leads to,-1
full analysis includes,-1
is likely to grow further,-1
choose working more over demanding,-1
affected initially,-1
positioned in,-1
looks for progress in,-1
dates back to,-1
exit would be detrimental,-1
not impacted directly by,-1
supply drop time,-1
increased as a result of,-1
inflation state,-1
assigns importance to,-1
condition due to,-1
growing share of imports compared to,-1
reason for extending,-1
due to spread of,-1
relative limitation,-1
time of report,-1
estimated support targeted,-1
contribute hours to,-1
measure time period,-1
finds about,-1
linked to shrinking of,-1
decrease amount,-1
continue for as long as necessary to maintain,-1
exhibited greater volatility between,-1
percentage of total,-1
has high presence in,-1
need to find,-1
due to investment in,-1
expected drop after VAT cuts end,-1
adjust automatically,-1
contains information,-1
reflected major,-1
ModerateDueTo,-1
supported substitution of,-1
used for engagement at,-1
main input,-1
minor for,-1
requires more investment than,-1
need to hold high level of,-1
reflects activity of,-1
projection,-1
and ent1 response during,-1
increase productivity in,-1
used to make,-1
more than those with,-1
concerns result in,-1
may affect findings,-1
number of currencies,-1
has notable assets,-1
not approve,-1
variety among,-1
intends to maximise,-1
expected rate for current year,-1
varying response to,-1
shape during,-1
economic recovery supported by,-1
noticeable decline in trade with,-1
expected to continue support during,-1
modification type,-1
levied as percentage of,-1
divergent,-1
payee,-1
funding cost relief amount,-1
provide equity to,-1
rise end of review period,-1
experienced waves of decline and recovery,-1
decline happened in,-1
allowed to sell,-1
reason for higher fall,-1
Measures With,-1
Support improvement in,-1
moderated cost,-1
occur when,-1
Likely To Stay Above Target For,-1
InfluencedBy,-1
asked aspect,-1
excluded period,-1
after incident,-1
rise in income by,-1
returned to July level due to,-1
has annual growth for period,-1
potential to hinder,-1
facing by time,-1
broadly unchanged,-1
rate of change declined leading up to,-1
helped to counter,-1
projection due to pandemic,-1
response aimed at,-1
could support demand in,-1
range of estimates for banks positively affected by the policy,-1
economic integration affects,-1
strength reflects,-1
began halving,-1
focus area,-1
limitation extent,-1
assumed to improve,-1
has expansion percentage,-1
conducive to,-1
Raise on,-1
stands ready to adjust instruments to stabilize inflation,-1
comparison to previous flows,-1
provides rationale for,-1
could be alleviated by,-1
inflation rate percentage,-1
expect price increase,-1
supported by fund,-1
works on,-1
held share of,-1
designed according to,-1
adjusted by increasing to,-1
perceives tightening of,-1
not fully understood impact of,-1
Suggests counteracting,-1
new level after decline,-1
measured as,-1
negatively impacted by in the short term,-1
affected by event,-1
suggests activity,-1
vary in relation to,-1
overstate,-1
will come down,-1
comparably lower in,-1
example of rise in,-1
provides reduction in,-1
on occasion has,-1
prediction for rising through,-1
necessary over,-1
constitute small share of,-1
is for decisions on,-1
send signals to,-1
globally declined by,-1
has been available since,-1
has respondents,-1
had mixed developments,-1
difference declined in,-1
avoided committing in,-1
harmful attitude towards,-1
focus benefit on,-1
plans to invest,-1
help with effects of,-1
source area,-1
time period stronger,-1
to take final decision,-1
fits data in,-1
saw real GDP level above,-1
likely to curb,-1
used to reduce,-1
took hold leading to insufficient production for,-1
rate applicable to,-1
volatility observed in annual rates of change,-1
Rise following,-1
variation in classification according to,-1
is a key input for,-1
rally halt led by,-1
increased recently,-1
lower than previously assumed,-1
state since,-1
registrations below their level in,-1
showed stability between,-1
not the same as,-1
HasValue,-1
composite rate for,-1
often involves,-1
raises funds for,-1
driven by action of,-1
resumes net purchases to counter,-1
continued to expand at a solid pace,-1
driven since,-1
shows fall compared with,-1
yielded by,-1
required to post,-1
preference indication,-1
struggling with replenishing,-1
level below current at,-1
value description,-1
LocationOfIncrease,-1
binding at,-1
flows remained subdued,-1
have separate agreements,-1
predict easing period,-1
growth outpaced,-1
overall change across,-1
supportive of,-1
Energy mix less dependent on,-1
concern,-1
sensitive to economic cycle,-1
previous time,-1
represents total allowed,-1
related to reduction in,-1
to reflect in,-1
growth rate has status,-1
included in economic policy responses,-1
support remaining in place,-1
indicates role as,-1
contributes to GDP growth revision,-1
affects globally,-1
R risk of,-1
not too far off from,-1
Same as time,-1
remain high until at least,-1
does not see,-1
exhibit correlation,-1
annual projection below,-1
transmission intended to be maintained throughout,-1
last,-1
overall higher in,-1
decline scenario,-1
details found in article,-1
to increase in,-1
expected to put forward,-1
cannot pass on,-1
strong preference during,-1
include effects of,-1
put additional,-1
was unchanged from,-1
is considered systemically relevant for,-1
holds when looking at,-1
declining because not reinvest all,-1
increased prices,-1
updated assessment due to,-1
to be complemented effectively by,-1
origin of reduction decision,-1
from turning into,-1
has increase value,-1
caused rose in,-1
decline reason,-1
prevented stress in,-1
share in Kurzarbeit at peak,-1
prospects,-1
recovering at pace,-1
reported inflation rate,-1
represented the largest group,-1
reported percentage,-1
has limited usefulness in,-1
decreased following,-1
depends on increase in,-1
partially influenced,-1
ended slightly lower after,-1
borrowing status,-1
struck,-1
similar import content shares as,-1
comprised measures worth,-1
work more than,-1
change value,-1
allowed deferral,-1
allows coverage of,-1
conclusion time,-1
response to ease in severity,-1
severely affected by,-1
adjusted in line with,-1
trend since May 2022,-1
decided set remuneration,-1
recovered losses in,-1
experiences event,-1
causes in near term,-1
average points,-1
uniform application required by,-1
keep accessible and accepted in,-1
has measures,-1
announce regarding sales,-1
remained unchanged since start of,-1
expectation held steady since,-1
caused by persistent,-1
culture,-1
appears recovering,-1
temporarily exceeds,-1
condition in years when,-1
challenge of recording income,-1
enables retrieval of,-1
difficulty accessing finance as concern,-1
first step identification,-1
dominant component,-1
status during,-1
moved sideways during,-1
level after decline,-1
increased hope of,-1
diminish,-1
higher than anticipated,-1
made commitment,-1
affected by level of,-1
percentage of usage during pandemic,-1
posed serious risks to,-1
price pressures remained subdued due to,-1
measure information from,-1
starting point for updating,-1
take measure,-1
sectors assign higher importance to,-1
acceleration compared with,-1
decided quantifying approach for,-1
main driver of reduced,-1
project inflation rate for,-1
decline from January to February,-1
took place between,-1
announced further packages after,-1
being transmitted strongly to,-1
will change to,-1
without would result in lower loan growth,-1
reported similar negative impact,-1
reason for decrease,-1
welcome publication,-1
expected to start declining,-1
share of decline in,-1
is necessary to support,-1
conditions,-1
is a tool that summarizes,-1
benefits from expansion of,-1
reflects development of price levels in,-1
helped to support despite,-1
treats interest rates,-1
illustrates increase of,-1
embedded pattern,-1
measures annual increase,-1
suffer,-1
increase form of,-1
